['Deep Learning and Its Applications in Biomedicine']	['The state of the art of deep learning models in medical science and their challenges']	['MULTIMEDIA SYSTEMS']	[]	[]	[]	[]	[]
['Deep Learning and Its Applications in Biomedicine']	['Translating the hemodynamic response: why focused interdisciplinary integration should matter for the future of functional neuroimaging']	['PEERJ']	['7']	[]	[]	['MAR 25 2019']	['4']
['Deep Learning and Its Applications in Biomedicine']	['Computational approaches for the analysis of RNA-protein interactions: A primer for biologists']	['JOURNAL OF BIOLOGICAL CHEMISTRY']	['294']	['1']	['1-9']	['JAN 4 2019']	['2']
['Deep Learning and Its Applications in Biomedicine']	['Classification of Cancer Drug Compounds for Radiation Protection Optimization Using CART']	['FIFTH INFORMATION SYSTEMS INTERNATIONAL CONFERENCE']	['JUL 23-24, 2019']	[]	[]	[]	[]
['Deep Learning and Its Applications in Biomedicine']	['Comparison of Deep Learning-Based Recognition Techniques for Medical and Biomedical Images']	['COMPUTER ANALYSIS OF IMAGES AND PATTERNS, CAIP 2019, PT I']	['SEP 03-05, 2019']	[]	[]	[]	[]
['Deep Learning and Its Applications in Biomedicine']	['2D Photogrammetry Image of Scoliosis Lenke Type Classification Using Deep Learning']	['2019 IEEE 9TH INTERNATIONAL CONFERENCE ON SYSTEM ENGINEERING AND TECHNOLOGY (ICSET)']	['OCT 07, 2019']	[]	[]	[]	[]
['Deep Learning and Its Applications in Biomedicine']	['Feature Extraction of ECG Signal by using Deep Feature']	['2019 7TH INTERNATIONAL SYMPOSIUM ON DIGITAL FORENSICS AND SECURITY (ISDFS)']	['JUN 10-12, 2019']	[]	[]	[]	[]
['Deep Learning and Its Applications in Biomedicine']	['Computational prediction of functions of intrinsically disordered regions']	['DANCING PROTEIN CLOUDS: INTRINSICALLY DISORDERED PROTEINS IN HEALTH AND DISEASE, PT A']	['Progress in Molecular Biology and Translational Science']	['166']	['341-369']	['2019']	['1']
['Deep Learning and Its Applications in Biomedicine']	['A Stacked Autoencoder-Based miRNA Regulatory Module Detection Framework']	['INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS']	['12']	['2']	['822-832']	['2019']	[]
['Deep Learning and Its Applications in Biomedicine']	['Viral Genome Deep Classifier']	['IEEE ACCESS']	['7']	[]	[]	[]	[]
['Deep Learning and Its Applications in Biomedicine']	['An overview of deep learning in medical imaging focusing on MRI']	['ZEITSCHRIFT FUR MEDIZINISCHE PHYSIK']	['29']	['2']	[]	[]	['97']
['Deep Learning and Its Applications in Biomedicine']	['Object Detection Based on Deep Convolutional Neural Network']	['ACTA MICROSCOPICA']	['28']	['2']	['331-338']	['2019']	[]
['Deep Learning and Its Applications in Biomedicine']	['A Modified Deep Convolutional Neural Network for Abnormal Brain Image Classification']	['IEEE ACCESS']	['7']	[]	[]	[]	['26']
['Deep Learning and Its Applications in Biomedicine']	['Integration of A Deep Learning Classifier with A Random Forest Approach for Predicting Malonylation Sites']	['GENOMICS PROTEOMICS & BIOINFORMATICS']	['16']	['6']	['451-459']	['DEC 2018']	['11']
['Deep Learning and Its Applications in Biomedicine']	['Photoplethysmography and Deep Learning: Enhancing Hypertension Risk Stratification']	['BIOSENSORS-BASEL']	['8']	['4']	[]	['101']	['18']
['Deep Learning and Its Applications in Biomedicine']	['Application of Deep Learning in Biological Mass Spectrometry and Proteomics']	['PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS']	['45']	['12']	['1214-1223']	['DEC 2018']	['1']
['Deep Learning and Its Applications in Biomedicine']	['Making Expert Decisions Easier to Fathom: On the Explainability of Visual Object Recognition Expertise']	['FRONTIERS IN NEUROSCIENCE']	['12']	[]	[]	['OCT 12 2018']	['1']
['Deep Learning and Its Applications in Biomedicine']	['An overview of neural networks for drug discovery and the inputs used']	['EXPERT OPINION ON DRUG DISCOVERY']	['13']	['12']	['1091-1102']	['2018']	['7']
['Deep Learning and Its Applications in Biomedicine']	['Temporal Topic Correlation and Evolution']	['2018 15TH INTERNATIONAL JOINT CONFERENCE ON COMPUTER SCIENCE AND SOFTWARE ENGINEERING (JCSSE)']	['JUL 11-13, 2018']	[]	[]	[]	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['H-1,C-13 and(15)N resonance assignment of the YTH domain of YTHDC2']	['BIOMOLECULAR NMR ASSIGNMENTS']	[]	[]	[]	[]	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['From canonical to modified nucleotides: balancing translation and metabolism']	['CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY']	[]	[]	[]	[]	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Epitranscriptomics and epiproteomics in cancer drug resistance: therapeutic implications']	['SIGNAL TRANSDUCTION AND TARGETED THERAPY']	['5']	['1']	[]	['193']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['N-6-Adenosine methylation on mRNA is recognized by YTH2 domain protein of human malaria parasite Plasmodium falciparum']	['EPIGENETICS & CHROMATIN']	['13']	['1']	[]	['33']	['1']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Roles of METTL3 in cancer: mechanisms and therapeutic targeting']	['JOURNAL OF HEMATOLOGY & ONCOLOGY']	['13']	['1']	[]	['117']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['m(6)A Reader: Epitranscriptome Target Prediction and Functional Characterization of N-6-Methyladenosine (m(6)A) Readers']	['FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY']	['8']	[]	[]	['AUG 11 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Reshaping the role of m6A modification in cancer transcriptome: a review']	['CANCER CELL INTERNATIONAL']	['20']	['1']	[]	['353']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Structural and Virus Regulatory Insights Into Avian N6-Methyladenosine (m6A) Machinery']	['FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY']	['8']	[]	[]	['JUL 15 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Mechanisms of RNA N-6-Methyladenosine in Hepatocellular Carcinoma: From the Perspectives of Etiology']	['FRONTIERS IN ONCOLOGY']	['10']	[]	[]	['JUL 7 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['m(6)A RNA Methylation Regulators Contribute to Eutopic Endometrium and Myometrium Dysfunction in Adenomyosis']	['FRONTIERS IN GENETICS']	['11']	[]	[]	['JUL 3 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['The emerging molecular mechanism of m(6)A modulators in tumorigenesis and cancer progression']	['BIOMEDICINE & PHARMACOTHERAPY']	['127']	[]	[]	['JUL 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['N-6-methyladenosine (m(6)A) methylation in ischemia-reperfusion injury']	['CELL DEATH & DISEASE']	['11']	['6']	[]	['478']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Genome-wide identification and expression analysis of YTH domain-containing RNA-binding protein family in common wheat']	['BMC PLANT BIOLOGY']	['20']	['1']	[]	['351']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['METTL14-mediated N6-methyladenosine modification of SOX4 mRNA inhibits tumor metastasis in colorectal cancer']	['MOLECULAR CANCER']	['19']	['1']	[]	['106']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Recent developments of small molecules targeting RNA m(6)A modulators']	['EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY']	['196']	[]	[]	['JUN 15 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Role of RNA modifications in cancer']	['NATURE REVIEWS CANCER']	['20']	['6']	['303-322']	['JUN 2020']	['8']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Ten-eleven translocation proteins and their role beyond DNA demethylation - what we can learn from the fly']	['EPIGENETICS']	[]	[]	[]	[]	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Long noncoding RNA pncRNA-D reduces cyclin D1 gene expression and arrests cell cycle through RNA m(6)A modification']	['JOURNAL OF BIOLOGICAL CHEMISTRY']	['295']	['17']	['5626-5639']	['APR 24 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['The m(6)A reader YTHDF1 promotes ovarian cancer progression via augmenting EIF3C translation']	['NUCLEIC ACIDS RESEARCH']	['48']	['7']	['3816-3831']	['APR 17 2020']	['13']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Coordination of mRNA and tRNA methylations by TRMT10A']	['PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA']	['117']	['14']	['7782-7791']	['APR 7 2020']	['1']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['How RNA-Binding Proteins Interact with RNA: Molecules and Mechanisms']	['MOLECULAR CELL']	['78']	['1']	['9-29']	['APR 2 2020']	['2']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Discovering the RNA-Binding Proteome of Plant Leaves with an Improved RNA Interactome Capture Method']	['BIOMOLECULES']	['10']	['4']	[]	['661']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Resveratrol Attenuates Aflatoxin B-1-Induced ROS Formation and Increase of m(6)A RNA Methylation']	['ANIMALS']	['10']	['4']	[]	['677']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Epigenetic modulations of noncoding RNA: a novel dimension of Cancer biology']	['MOLECULAR CANCER']	['19']	['1']	[]	['64']	['2']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Selectively Disrupting m(6)A-Dependent Protein-RNA Interactions with Fragments']	['ACS CHEMICAL BIOLOGY']	['15']	['3']	['618-625']	['MAR 20 2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['METTL3 Modulates Osteoclast Differentiation and Function by Controlling RNA Stability and Nuclear Export']	['INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES']	['21']	['5']	[]	['1660']	['4']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Expression and Prognostic Significance of m6A-Related Genes in Lung Adenocarcinoma']	['MEDICAL SCIENCE MONITOR']	['26']	[]	[]	['FEB 22 2020']	['3']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['N-6-Adenosine Methylation in RNA and a Reduced m(3)G/TMG Level in Non-Coding RNAs Appear at Microirradiation-Induced DNA Lesions']	['CELLS']	['9']	['2']	[]	['360']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['YTHDF2 promotes spermagonial adhesion through modulating MMPs decay via m(6)A/mRNA pathway']	['CELL DEATH & DISEASE']	['11']	['1']	[]	['37']	['3']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['The structure of the Thermococcus gammatolerans McrB N-terminal domain reveals a new mode of substrate recognition and specificity among McrB homologs']	['JOURNAL OF BIOLOGICAL CHEMISTRY']	['295']	['3']	['743-756']	['JAN 17 2020']	['1']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Transcriptome-wide map of m(6)A circRNAs identified in a rat model of hypoxia mediated pulmonary hypertension']	['BMC GENOMICS']	['21']	['1']	[]	['39']	['1']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['The roles and mechanisms of YTH domain-containing proteins in cancer development and progression']	['AMERICAN JOURNAL OF CANCER RESEARCH']	['10']	['4']	['1068-1084']	['2020']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Function and evolution of RNA N6-methyladenosine modification']	['INTERNATIONAL JOURNAL OF BIOLOGICAL SCIENCES']	['16']	['11']	['1929-1940']	['2020']	['1']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Writers, readers and erasers of RNA modifications in cancer']	['CANCER LETTERS']	['474']	[]	[]	[]	['5']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['YTHDF2 Recognition of N-1-Methyladenosine (m(1)A)-Modified RNA Is Associated with Transcript Destabilization']	['ACS CHEMICAL BIOLOGY']	['15']	['1']	['132-139']	['JAN 2020']	['3']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Dysregulated N6-methyladenosine methylation writer METTL3 contributes to the proliferation and migration of gastric cancer']	['JOURNAL OF CELLULAR PHYSIOLOGY']	['235']	['1']	['548-562']	['JAN 2020']	['21']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['HIV-1 Replication Benefits from the RNA Epitranscriptomic Code']	['JOURNAL OF MOLECULAR BIOLOGY']	['431']	['24']	['5032-5038']	['DEC 6 2019']	['2']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	["The Tudor SND1 protein is an m(6)A RNA reader essential for replication of Kaposi's sarcoma-associated herpesvirus"]	['ELIFE']	['8']	[]	[]	['OCT 24 2019']	['3']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Crystal structure of human YTHDC2 YTH domain']	['BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS']	['518']	['4']	['678-684']	['OCT 22 2019']	['2']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['In search of the mRNA modification landscape in plants']	['BMC PLANT BIOLOGY']	['19']	['1']	[]	['421']	['4']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Emerging role of m(6)A RNA methylation in nutritional physiology and metabolism']	['OBESITY REVIEWS']	['21']	['1']	[]	['JAN 2020']	['4']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Xist RNA in action: Past, present, and future']	['PLOS GENETICS']	['15']	['9']	[]	['e1008333']	['11']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Multivalent m(6)A motifs promote phase separation of YTHDF proteins']	['CELL RESEARCH']	['29']	['9']	['767-769']	['SEP 2019']	['14']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['The role of mRNA m(6)A methylation in the nervous system']	['CELL AND BIOSCIENCE']	['9']	['1']	[]	['66']	['11']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['N6-methyladenosine modifications: interactions with novel RNA-binding proteins and roles in signal transduction']	['RNA BIOLOGY']	['16']	['8']	['991-1000']	['AUG 3 2019']	['5']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['New candidate loci and marker genes on chromosome 7 for improved chilling tolerance in sorghum']	['JOURNAL OF EXPERIMENTAL BOTANY']	['70']	['12']	['3357-3371']	['JUN 1 2019']	[]
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Expression of Demethylase Genes, FTO and ALKBH1, Is Associated with Prognosis of Gastric Cancer']	['DIGESTIVE DISEASES AND SCIENCES']	['64']	['6']	['1503-1513']	['JUN 2019']	['13']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Epitranscriptomic RNA Methylation in Plant Development and Abiotic Stress Responses']	['FRONTIERS IN PLANT SCIENCE']	['10']	[]	[]	['APR 17 2019']	['8']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['m6A Reader YTHDF2 Regulates LPS-Induced Inflammatory Response']	['INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES']	['20']	['6']	[]	['1323']	['11']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Mechanistic insights into m(6)A RNA enzymes']	['BIOCHIMICA ET BIOPHYSICA ACTA-GENE REGULATORY MECHANISMS']	['1862']	['3']	[]	[]	['15']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Colocalization of m(6)A and G-Quadruplex-Forming Sequences in Viral RNA (HIV, Zika, Hepatitis B, and SV40) Suggests Topological Control of Adenosine N-6-Methylation']	['ACS CENTRAL SCIENCE']	['5']	['2']	['218-228']	['FEB 27 2019']	['5']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['N6-methyladenosine-related Genomic Targets are Altered in Breast Cancer Tissue and Associated with Poor Survival']	['JOURNAL OF CANCER']	['10']	['22']	['5447-5459']	['2019']	['6']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Epitranscriptomic m6A modification in the stem cell field and its effects on cell death and survival']	['AMERICAN JOURNAL OF CANCER RESEARCH']	['9']	['4']	['752-764']	['2019']	['4']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Novel positioning from obesity to cancer: FTO, an m(6)A RNA demethylase, regulates tumour progression']	['JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY']	['145']	['1']	['19-29']	['JAN 2019']	['15']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Epitranscriptomic Code and Its Alterations in Human Disease']	['TRENDS IN MOLECULAR MEDICINE']	['24']	['10']	['886-903']	['OCT 2018']	['24']
['YTH Domain: A Family of N-6-methyladenosine (m(6)A) Readers']	['Metronidazole Causes Skeletal Muscle Atrophy and Modulates Muscle Chronometabolism']	['INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES']	['19']	['8']	[]	['2418']	['5']
['Human Gut Microbiota and Gastrointestinal Cancer']	['Functional yogurt with strawberries and chia seeds']	['FOOD BIOSCIENCE']	['37']	[]	[]	['OCT 2020']	[]
['Human Gut Microbiota and Gastrointestinal Cancer']	['Catching a glimpse of the bacterial gut community of companion animals: a canine and feline perspective']	['MICROBIAL BIOTECHNOLOGY']	['13']	['6']	['1708-1732']	['NOV 2020']	[]
['Human Gut Microbiota and Gastrointestinal Cancer']	['Microbiota composition in bilateral healthy breast tissue and breast tumors']	['CANCER CAUSES & CONTROL']	['31']	['11']	['1027-1038']	['NOV 2020']	[]
['Human Gut Microbiota and Gastrointestinal Cancer']	['Akkermansia muciniphila Enhances the Antitumor Effect of Cisplatin in Lewis Lung Cancer Mice']	['JOURNAL OF IMMUNOLOGY RESEARCH']	['2020']	[]	[]	['AUG 7 2020']	[]
['Human Gut Microbiota and Gastrointestinal Cancer']	['Associations of Japanese food intake with survival of stomach and colorectal cancer: A prospective patient cohort study']	['CANCER SCIENCE']	['111']	['7']	['2558-2569']	['JUL 2020']	['1']
['Human Gut Microbiota and Gastrointestinal Cancer']	['Gastrointestinal Disorders and Metabolic Syndrome: Dysbiosis as a Key Link and Common Bioactive Dietary Components Useful for their Treatment']	['INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES']	['21']	['14']	[]	['4929']	['1']
['Human Gut Microbiota and Gastrointestinal Cancer']	['Dysbiosis of gut microbiota is associated with gastric carcinogenesis in rats']	['BIOMEDICINE & PHARMACOTHERAPY']	['126']	[]	[]	['JUN 2020']	['2']
['Human Gut Microbiota and Gastrointestinal Cancer']	['Auxiliary antitumor effects of fungal proteins from Hericium erinaceus by target on the gut microbiota']	['JOURNAL OF FOOD SCIENCE']	['85']	['6']	['1872-1890']	['JUN 2020']	[]
['Human Gut Microbiota and Gastrointestinal Cancer']	['Gut bacteria signaling to mitochondria in intestinal inflammation and cancer']	['GUT MICROBES']	['11']	['3']	['285-304']	['MAY 3 2020']	['14']
